Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
29/04/2004;01.00.00;1,0;1042;84;5,2;772;51;923;61;1495;968;16,8;59,5;1,1269
29/04/2004;02.00.00;0,6;926;60;2,8;639;34;1115;54;1409;814;15,9;60,1;1,0806
29/04/2004;05.00.00;0,8;959;64;4,4;734;76;1038;57;1470;861;13,3;67,0;1,0203
29/04/2004;06.00.00;1,5;1097;148;9,4;956;139;827;68;1620;1047;12,9;66,5;0,9846
29/04/2004;07.00.00;4,9;1674;635;29,8;1547;293;539;95;2405;1665;14,8;61,3;1,0237
29/04/2004;08.00.00;7,2;1771;1129;36,2;1690;368;461;125;2572;1982;16,1;56,5;1,0274
29/04/2004;09.00.00;3,5;1408;475;18,0;1241;250;648;135;1886;1711;18,6;47,8;1,0143
29/04/2004;10.00.00;2,1;1156;220;10,9;1009;145;875;118;1583;1204;23,8;30,2;0,8771
29/04/2004;11.00.00;1,5;1042;105;9,0;941;110;971;91;1491;871;25,4;25,0;0,7966
29/04/2004;12.00.00;2,0;1167;190;14,4;1128;104;829;89;1716;1040;25,6;25,5;0,8234
29/04/2004;13.00.00;3,8;1398;516;22,3;1360;205;656;129;2037;1439;24,9;29,9;0,9325
29/04/2004;14.00.00;3,4;1458;346;20,9;1321;201;654;122;2023;1516;22,4;37,9;1,016
29/04/2004;15.00.00;4,4;1554;565;23,1;1379;266;614;138;2151;1693;21,7;44,0;1,1242
29/04/2004;16.00.00;3,9;1495;483;21,2;1331;246;615;136;2069;1635;21,4;44,4;1,1176
29/04/2004;17.00.00;4,9;1560;651;24,8;1424;247;579;143;2176;1688;20,8;45,3;1,1016
29/04/2004;18.00.00;5,4;1664;657;28,6;1519;271;553;145;2312;1820;20,2;48,6;1,1354
29/04/2004;19.00.00;6,5;1761;830;32,6;1610;332;502;146;2488;2006;20,2;50,8;1,1924
29/04/2004;20.00.00;4,3;1524;435;19,2;1275;245;608;122;2046;1740;18,6;57,6;1,2233
29/04/2004;21.00.00;2,9;1398;209;16,3;1189;180;646;112;1931;1577;18,2;58,8;1,2173
29/04/2004;22.00.00;2,7;1342;202;13,7;1106;156;694;102;1856;1443;17,8;61,0;1,2352
29/04/2004;23.00.00;2,8;1433;174;13,6;1104;172;681;97;1876;1411;17,0;70,7;1,3554
30/04/2004;00.00.00;2,3;1297;170;11,1;1019;137;733;85;1823;1217;16,2;76,9;1,4051
30/04/2004;01.00.00;1,7;1179;116;7,6;884;91;830;76;1696;1086;15,7;78,6;1,3943
30/04/2004;02.00.00;1,2;1097;91;5,9;809;80;897;74;1628;1050;15,7;78,4;1,3917
30/04/2004;05.00.00;0,8;1005;48;4,5;738;68;1005;66;1563;917;15,7;74,7;1,3194
30/04/2004;06.00.00;1,7;1206;111;9,3;949;162;818;90;1771;1116;15,9;73,1;1,3136
30/04/2004;07.00.00;3,0;1458;345;18,3;1249;213;662;111;2033;1380;16,6;68,2;1,2737
30/04/2004;08.00.00;3,4;1405;332;19,9;1295;161;638;103;2065;1378;18,7;57,6;1,2323
30/04/2004;09.00.00;3,3;1381;344;16,6;1199;209;685;117;1970;1365;17,6;65,0;1,2945
30/04/2004;10.00.00;2,7;1315;212;12,6;1072;191;736;116;1833;1273;16,3;73,2;1,3458
30/04/2004;11.00.00;2,6;1332;166;12,9;1082;215;707;109;1889;1242;16,0;78,5;1,4209
30/04/2004;12.00.00;3,2;1362;214;14,9;1145;212;673;116;1973;1294;17,3;72,4;1,4125
30/04/2004;13.00.00;3,4;1399;377;17,4;1222;202;643;115;2061;1413;19,4;60,9;1,3545
30/04/2004;14.00.00;2,6;1310;210;15,4;1160;153;695;94;1939;1224;21,4;50,9;1,2823
30/04/2004;15.00.00;3,4;1399;265;16,7;1201;185;699;121;1971;1318;22,7;45,8;1,2465
30/04/2004;16.00.00;4,0;1524;365;18,0;1239;210;644;114;2139;1404;20,9;60,8;1,4852
30/04/2004;17.00.00;4,5;1487;454;19,2;1274;215;641;110;2133;1471;21,0;54,3;1,3353
30/04/2004;18.00.00;4,2;1480;460;21,0;1324;215;622;122;2162;1623;20,8;54,4;1,3194
30/04/2004;19.00.00;5,7;1626;642;26,9;1476;281;555;135;2356;1786;19,8;58,6;1,3392
30/04/2004;20.00.00;4,4;1449;501;19,5;1282;254;625;133;2100;1569;19,1;61,1;1,3345
30/04/2004;21.00.00;3,1;1363;234;15,1;1152;189;684;110;1951;1495;18,2;65,4;1,3529
30/04/2004;22.00.00;3,0;1371;212;14,6;1136;174;689;102;1927;1471;18,1;66,1;1,3579
30/04/2004;23.00.00;3,1;1406;275;13,7;1107;167;718;108;1872;1384;17,7;66,9;1,3422
01/05/2004;00.00.00;3,5;1425;275;15,2;1155;185;709;110;1936;1789;17,8;66,8;1,346
